,text,label
388,"Internat du Lycée technique hôtelier ""Alexis Heck""",Ministre de l'Education nationale
389,Contournements de Heinerscheid et de Hosingen,Ministre du Développement durable et des Infrastructures
390,Encadrement des mineurs,Ministre de la Santé
391,Situation contractuelle future des étudiants du LTPS,Ministre de la Santé
392,Prime de risque pour les gardiens des centres pénitentiaires et les agents des douanes,Premier Ministre
393,Cumul des fonctions de certains hauts fonctionnaires,Premier Ministre
394,Imposition en matière de succession et de mutation,Ministre des Finances
395,Publication des modèles utilisés par le Gouvernement pour le déconfinement,Premier Ministre
396,Transfert de patients psychiatriques dans le contexte de la pandémie de la Covid-19,Ministre de la Santé
397,"""Hate speech""",Ministre de la Justice
398,Banditisme organisé,Ministre de la Justice
399,Aéroport de Luxembourg,Ministre du Développement durable et des Infrastructures
400,Problématique des permis de conduire de catégorie C et D,Ministre du Développement durable et des Infrastructures
401,Tests de résistance des centrales nucléaires européennes,Premier Ministre
402,Système d'indexation automatique,Premier Ministre
403,"Affaire ""Weinstein""",Ministre de la Justice
404,Doses de vaccin non utilisées,Ministre de la Santé
405,Tests de langue luxembourgeoise,Ministre de l'Education nationale
406,Hymne européen,Premier Ministre
407,Risques des traitements hormonaux substitutifs en cas de ménopause,Ministre de la Santé
408,Promotion du télétravail au niveau national et transfrontalier,Ministre des Finances
409,Nombre d'entreprises non résidentes qui exécutent des travaux au Luxembourg,Ministre de l'Intérieur
410,Nomination de 6 représentants luxembourgeois auprès du Conseil Economique et Social Européen (CESE),Premier Ministre
411,Attribution d'une part du produit des avertissements taxés aux communes,Ministre des Finances
412,Utilisation privée de voitures de service,Premier Ministre
413,Mission d'experts de l'Organisation mondiale de la Santé (OMS) en Chine,Ministre de la Santé
414,Commerce illicite des produits de tabac,Ministre de la Santé
415,Projet HuMix du Luxembourg Centre for Systems Biomedicine,Ministre de la Santé
416,Etude des spoliations des biens juifs au Luxembourg,Premier Ministre
417,Budgets communaux,Ministre de l'Intérieur
418,Procédure des déclarations de naissance,Ministre de la Justice
419,"Sécurité à l'intersection de la route d'Echternach et du CR126 au ""Waldhaff""",Ministre du Développement durable et des Infrastructures
420,Médecin de référence,Ministre de la Santé
421,Jeux d'argent,Ministre de la Justice
422,Loi relative à la protection des enfants contre l'exploitation et les abus sexuels,Ministre de la Justice
423,Actionnariat de la compagnie aérienne Luxair,Ministre du Développement durable et des Infrastructures
424,Remboursement par les maisons de soins de fonds indûment touchés,Ministre de la Sécurité sociale
425,Surplus de vaccin contre la grippe,Ministre de la Santé
426,Profession d'ostéopathe,Ministre de la Santé
427,Mise à disposition gratuite de moyens contraceptifs,Ministre de la Santé
428,Dossier médical en cas d'hospitalisation,Ministre de la Santé
429,Domiciliation des sociétés,Ministre de la Justice
430,"Ligne ferroviaire ""Liège-Gouvy""",Ministre du Développement durable et des Infrastructures
431,Enquêtes judiciaires en cours à l'étranger contre les pratiques d'anciennes filiales luxembourgeoises de banques islandaises,Ministre de la Justice
432,Mise en place de concepts énergétiques alternatifs dans les communes,Ministre de l'Intérieur
433,Enfants atteints d'un cancer,Ministre de la Santé
434,"Participation de 2,5 euro à charge des assurés pour le passage en ""policlinique""",Ministre de la Sécurité sociale
435,Luxembourg Air Rescue,Ministre de l'Intérieur
436,Rupture de stock de médicaments,Ministre de la Santé
437,Droits des patients,Ministre de la Santé
438,Impact de la pandémie de la Covid-19 dans le milieu carcéral,Ministre de la Justice
439,Qualité de l'eau potable,Ministre de l'Intérieur
440,Légalisation du cannabis récréatif,Ministre de la Santé
441,Mondorfer Lycée,Ministre de l'Education nationale
442,Rapatriement forcé de djihadistes de l'EI,Ministre de la Justice
443,"""Loi antitabac""",Ministre de la Sécurité sociale
444,"Répercussions du projet ""Royal Hamilius"" sur les transports publics par autobus",Ministre du Développement durable et des Infrastructures
445,Dédommagement de propriétaires privés en cas de glissement de terrain,Ministre de l'Intérieur
446,Dossier de Soins Partagé (DSP),Ministre de la Sécurité sociale
447,Mise en oeuvre de la loi instituant un Registre des bénéficiaires effectifs,Ministre de la Justice
448,Domaine thermal à Mondorf-les-Bains,Ministre des Finances
449,Droits du patient,Ministre de la Santé
450,Emlpacement du Lycée technique agricole (LTA),Ministre du Développement durable et des Infrastructures
451,Nouvelle stratégie de publication de l'Etat sur Internet,Ministre des Finances
452,Financement et inscription dans la Constitution luxembourgeoise des syndicats,Premier Ministre
453,Contrôle des activités du service de renseignement (écoutes téléphoniques),Premier Ministre
454,Réglementation de la vente des boissons alcooliques,Ministre de la Santé
455,"Fonctionnement de la société ""Spidolswäscherei""",Ministre de la Justice
456,Taxe pour déchets commerciaux,Ministre de l'Intérieur
457,La mise en oeuvre pratique de la loi sur le partenariat,Ministre de la Justice
458,"Système de contrôle de trafic aérien harmonisé ""ciel unique""",Ministre du Développement durable et des Infrastructures
459,Chiropratique,Ministre de la Santé
460,Mise en service de deux voitures électriques Tesla pour les besoins de la Police grand-ducale,Ministre du Développement durable et des Infrastructures
461,Autorisation d'exercer la profession d'éducateur,Ministre de l'Education nationale
462,Logements pour réfugiés et personnes en difficulté,Ministre de l'Intérieur
463,Vaccin AstraZeneca,Ministre de la Santé
464,Impact de la gratuité des services sur l'indice des prix à la consommation,Ministre des Finances
465,Gare de Mersch,Ministre du Développement durable et des Infrastructures
466,Droit d'inscription aux cours pour adultes,Ministre de l'Education nationale
467,Transport public dans le cadre de la pandémie de la Covid-19,Ministre de l'Education nationale
468,Centre pénitentiaire de Schrassig,Ministre de la Justice
469,Maladie de Lyme,Ministre de la Santé
470,Rythme horaire de l'Institut pour infirmes moteurs cérébraux,Ministre de l'Education nationale
471,Parentalité de personnes en situation de handicap,Ministre de la Santé
472,Jeunes adolescents en détresse,Ministre de l'Education nationale
473,Utilisation des parcmètres pendant la pandémie de la Covid-19,Ministre de l'Intérieur
474,Différence de prix du tabac en France et au Luxembourg,Ministre de la Santé
475,Application de l'article 66 NCPC,Ministre de la Justice
476,Circulaire RCSL 16/01 du 24 mars 2016,Ministre de la Justice
477,Déduction fiscale des frais de déplacement,Ministre des Finances
478,Herbes médicinales,Ministre de la Santé
479,Exercice de l'autorité parentale d'un enfant naturel,Ministre de la Justice
480,Prise de sang,Ministre de la Santé
481,Projet de construction d'un nouveau réacteur atomique à Cattenom,Premier Ministre
482,Les écoles de la deuxième chance,Ministre de l'Education nationale
483,Ordonnance du président du Tribunal administratif de surseoir à l'exécution d'une décision du Ministre du Développement durable et des Infrastructures et deux décisions de bourgmestre en matière de construction de plusieurs étables,Ministre de l'Intérieur
484,Structures conventionnées d'éducation et d'accueil,Ministre de l'Education nationale
485,Délai entre l'infraction et la publication de l'avis de recherche,Ministre de la Justice
486,Mariage civil,Ministre de la Justice
487,Stratégie de test de dépistage de la Covid-19,Ministre de la Santé
488,Rapidité et efficacité des secours médicalisés,Ministre de la Santé
489,Mise à disposition des livres scolaires par l'Etat,Ministre de l'Education nationale
490,Mise en oeuvre du nouveau programme Erasmus+,Ministre de l'Education nationale
491,Information des concernés en cas de symptômes d'une maladie contagieuse dans l'enseignement fondamental,Ministre de la Santé
492,Fluidité du trafic sur la route d'Echternach (E27),Ministre du Développement durable et des Infrastructures
493,Nouvelle drogue de synthèse appelée méphédrone,Ministre de la Santé
494,Lutte contre le blanchiment et le financement du terrorisme,Ministre des Finances
495,Projet d'aménagement d'un terrain de golf à Meysembourg,Ministre de l'Intérieur
496,Problèmes fiscaux transfrontaliers entre la Belgique et le Luxembourg,Ministre des Finances
497,Droits de l'enfant,Ministre de l'Education nationale
498,Les demandeurs d'asile,Ministre de la Justice
499,Calcul et liquidation de la pension de veuve,Ministre de la Sécurité sociale
500,Objectivité et neutralité du compte rendu dans les bulletins communaux,Ministre de l'Intérieur
501,Conduite autonome,Ministre du Développement durable et des Infrastructures
502,Application de la taxe sur la valeur ajoutée à l'affectation d'un logement à des fins d'habitation principale,Ministre des Finances
503,Exécution d'un programme de politique sociale et de qualité de la vie,Premier Ministre
504,Protection des intérêts financiers des Communautés (accusations en rapport avec Eurostat),Ministre de la Justice
505,Fiabilité des tests de dépistage de la Covid-19,Ministre de la Santé
506,Détention provisoire,Ministre de la Justice
507,Parquet européen,Ministre de la Justice
508,Compétences des agents municipaux,Ministre de la Justice
509,Calcul des pensions,Ministre de la Sécurité sociale
510,"Le rapport sur la stratégie dite ""de Lisbonne""",Premier Ministre
511,Drug Checking,Ministre de la Santé
512,Championnats du monde de cyclo-cross 2017,Ministre de l'Education nationale
513,Harcèlement moral,Ministre de la Justice
514,Fonds de compensation commun au régime général de pension,Ministre de la Santé
515,"""Liste noire"" contre le blanchiment de capitaux et le financement du terrorisme de la Commission européenne",Ministre des Finances
